produktionsslag	månad	Eltillförsel netto, GWh
konventionell värmekraft, gasturbin- och annan produktion	2007M11	4
konventionell värmekraft, gasturbin- och annan produktion	2007M12	1
konventionell värmekraft, gasturbin- och annan produktion	2008M01	2
konventionell värmekraft, gasturbin- och annan produktion	2008M02	2
konventionell värmekraft, gasturbin- och annan produktion	2008M03	2
konventionell värmekraft, gasturbin- och annan produktion	2008M04	0
konventionell värmekraft, gasturbin- och annan produktion	2008M05	1
konventionell värmekraft, gasturbin- och annan produktion	2008M06	1
konventionell värmekraft, gasturbin- och annan produktion	2008M07	1
konventionell värmekraft, gasturbin- och annan produktion	2008M08	1
konventionell värmekraft, gasturbin- och annan produktion	2008M09	1
konventionell värmekraft, gasturbin- och annan produktion	2008M10	3
konventionell värmekraft, gasturbin- och annan produktion	2008M11	1
konventionell värmekraft, gasturbin- och annan produktion	2008M12	4
konventionell värmekraft, gasturbin- och annan produktion	2009M01	2
konventionell värmekraft, gasturbin- och annan produktion	2009M02	1
konventionell värmekraft, gasturbin- och annan produktion	2009M03	1
konventionell värmekraft, gasturbin- och annan produktion	2009M04	0
konventionell värmekraft, gasturbin- och annan produktion	2009M05	1
konventionell värmekraft, gasturbin- och annan produktion	2009M06	1
konventionell värmekraft, gasturbin- och annan produktion	2009M07	0
konventionell värmekraft, gasturbin- och annan produktion	2009M08	0
konventionell värmekraft, gasturbin- och annan produktion	2009M09	1
konventionell värmekraft, gasturbin- och annan produktion	2009M10	6
konventionell värmekraft, gasturbin- och annan produktion	2009M11	3
konventionell värmekraft, gasturbin- och annan produktion	2009M12	3
konventionell värmekraft, gasturbin- och annan produktion	2010M01	3
konventionell värmekraft, gasturbin- och annan produktion	2010M02	2
konventionell värmekraft, gasturbin- och annan produktion	2010M03	1
konventionell värmekraft, gasturbin- och annan produktion	2010M04	0
konventionell värmekraft, gasturbin- och annan produktion	2010M05	0
konventionell värmekraft, gasturbin- och annan produktion	2010M06	4
konventionell värmekraft, gasturbin- och annan produktion	2010M07	3
konventionell värmekraft, gasturbin- och annan produktion	2010M08	0
konventionell värmekraft, gasturbin- och annan produktion	2010M09	1
konventionell värmekraft, gasturbin- och annan produktion	2010M10	3
konventionell värmekraft, gasturbin- och annan produktion	2010M11	3
konventionell värmekraft, gasturbin- och annan produktion	2010M12	5
konventionell värmekraft, gasturbin- och annan produktion	2011M01	0
konventionell värmekraft, gasturbin- och annan produktion	2011M02	1
konventionell värmekraft, gasturbin- och annan produktion	2011M03	0
konventionell värmekraft, gasturbin- och annan produktion	2011M04	0
konventionell värmekraft, gasturbin- och annan produktion	2011M05	1
konventionell värmekraft, gasturbin- och annan produktion	2011M06	1
konventionell värmekraft, gasturbin- och annan produktion	2011M07	2
konventionell värmekraft, gasturbin- och annan produktion	2011M08	1
konventionell värmekraft, gasturbin- och annan produktion	2011M09	1
konventionell värmekraft, gasturbin- och annan produktion	2011M10	1
konventionell värmekraft, gasturbin- och annan produktion	2011M11	1
konventionell värmekraft, gasturbin- och annan produktion	2011M12	1
konventionell värmekraft, gasturbin- och annan produktion	2012M01	1
konventionell värmekraft, gasturbin- och annan produktion	2012M02	1
konventionell värmekraft, gasturbin- och annan produktion	2012M03	1
konventionell värmekraft, gasturbin- och annan produktion	2012M04	0
konventionell värmekraft, gasturbin- och annan produktion	2012M05	0
konventionell värmekraft, gasturbin- och annan produktion	2012M06	1
konventionell värmekraft, gasturbin- och annan produktion	2012M07	0
konventionell värmekraft, gasturbin- och annan produktion	2012M08	0
konventionell värmekraft, gasturbin- och annan produktion	2012M09	1
konventionell värmekraft, gasturbin- och annan produktion	2012M10	3
konventionell värmekraft, gasturbin- och annan produktion	2012M11	1
konventionell värmekraft, gasturbin- och annan produktion	2012M12	1
konventionell värmekraft, gasturbin- och annan produktion	2013M01	2
konventionell värmekraft, gasturbin- och annan produktion	2013M02	1
konventionell värmekraft, gasturbin- och annan produktion	2013M03	1
konventionell värmekraft, gasturbin- och annan produktion	2013M04	1
konventionell värmekraft, gasturbin- och annan produktion	2013M05	0
konventionell värmekraft, gasturbin- och annan produktion	2013M06	1
konventionell värmekraft, gasturbin- och annan produktion	2013M07	0
konventionell värmekraft, gasturbin- och annan produktion	2013M08	1
konventionell värmekraft, gasturbin- och annan produktion	2013M09	1
konventionell värmekraft, gasturbin- och annan produktion	2013M10	1
konventionell värmekraft, gasturbin- och annan produktion	2013M11	1
konventionell värmekraft, gasturbin- och annan produktion	2013M12	1
konventionell värmekraft, gasturbin- och annan produktion	2014M01	1
konventionell värmekraft, gasturbin- och annan produktion	2014M02	0
konventionell värmekraft, gasturbin- och annan produktion	2014M03	1
konventionell värmekraft, gasturbin- och annan produktion	2014M04	1
konventionell värmekraft, gasturbin- och annan produktion	2014M05	1
konventionell värmekraft, gasturbin- och annan produktion	2014M06	1
konventionell värmekraft, gasturbin- och annan produktion	2014M07	0
konventionell värmekraft, gasturbin- och annan produktion	2014M08	0
konventionell värmekraft, gasturbin- och annan produktion	2014M09	1
konventionell värmekraft, gasturbin- och annan produktion	2014M10	1
konventionell värmekraft, gasturbin- och annan produktion	2014M11	1
konventionell värmekraft, gasturbin- och annan produktion	2014M12	1
konventionell värmekraft, gasturbin- och annan produktion	2015M01	1
konventionell värmekraft, gasturbin- och annan produktion	2015M02	1
konventionell värmekraft, gasturbin- och annan produktion	2015M03	1
konventionell värmekraft, gasturbin- och annan produktion	2015M04	0
konventionell värmekraft, gasturbin- och annan produktion	2015M05	0
konventionell värmekraft, gasturbin- och annan produktion	2015M06	0
konventionell värmekraft, gasturbin- och annan produktion	2015M07	0
konventionell värmekraft, gasturbin- och annan produktion	2015M08	1
konventionell värmekraft, gasturbin- och annan produktion	2015M09	1
konventionell värmekraft, gasturbin- och annan produktion	2015M10	2
konventionell värmekraft, gasturbin- och annan produktion	2015M11	1
konventionell värmekraft, gasturbin- och annan produktion	2015M12	1
konventionell värmekraft, gasturbin- och annan produktion	2016M01	1
konventionell värmekraft, gasturbin- och annan produktion	2016M02	1
konventionell värmekraft, gasturbin- och annan produktion	2016M03	1
konventionell värmekraft, gasturbin- och annan produktion	2016M04	1
konventionell värmekraft, gasturbin- och annan produktion	2016M05	0
konventionell värmekraft, gasturbin- och annan produktion	2016M06	0
konventionell värmekraft, gasturbin- och annan produktion	2016M07	0
konventionell värmekraft, gasturbin- och annan produktion	2016M08	0
konventionell värmekraft, gasturbin- och annan produktion	2016M09	0
konventionell värmekraft, gasturbin- och annan produktion	2016M10	1
konventionell värmekraft, gasturbin- och annan produktion	2016M11	1
konventionell värmekraft, gasturbin- och annan produktion	2016M12	1
konventionell värmekraft, gasturbin- och annan produktion	2017M01	1
konventionell värmekraft, gasturbin- och annan produktion	2017M02	1
konventionell värmekraft, gasturbin- och annan produktion	2017M03	1
konventionell värmekraft, gasturbin- och annan produktion	2017M04	1
konventionell värmekraft, gasturbin- och annan produktion	2017M05	1
konventionell värmekraft, gasturbin- och annan produktion	2017M06	1
konventionell värmekraft, gasturbin- och annan produktion	2017M07	0
konventionell värmekraft, gasturbin- och annan produktion	2017M08	0
konventionell värmekraft, gasturbin- och annan produktion	2017M09	1
konventionell värmekraft, gasturbin- och annan produktion	2017M10	1
konventionell värmekraft, gasturbin- och annan produktion	2017M11	1
konventionell värmekraft, gasturbin- och annan produktion	2017M12	0
konventionell värmekraft, gasturbin- och annan produktion	2018M01	2
konventionell värmekraft, gasturbin- och annan produktion	2018M02	1
konventionell värmekraft, gasturbin- och annan produktion	2018M03	1
konventionell värmekraft, gasturbin- och annan produktion	2018M04	0
konventionell värmekraft, gasturbin- och annan produktion	2018M05	2
konventionell värmekraft, gasturbin- och annan produktion	2018M06	1
konventionell värmekraft, gasturbin- och annan produktion	2018M07	0
konventionell värmekraft, gasturbin- och annan produktion	2018M08	1
konventionell värmekraft, gasturbin- och annan produktion	2018M09	3
konventionell värmekraft, gasturbin- och annan produktion	2018M10	1
konventionell värmekraft, gasturbin- och annan produktion	2018M11	1
konventionell värmekraft, gasturbin- och annan produktion	2018M12	1
konventionell värmekraft, gasturbin- och annan produktion	2019M01	1
konventionell värmekraft, gasturbin- och annan produktion	2019M02	1
konventionell värmekraft, gasturbin- och annan produktion	2019M03	1
konventionell värmekraft, gasturbin- och annan produktion	2019M04	1
konventionell värmekraft, gasturbin- och annan produktion	2019M05	1
konventionell värmekraft, gasturbin- och annan produktion	2019M06	0
konventionell värmekraft, gasturbin- och annan produktion	2019M07	0
konventionell värmekraft, gasturbin- och annan produktion	2019M08	0
konventionell värmekraft, gasturbin- och annan produktion	2019M09	0
konventionell värmekraft, gasturbin- och annan produktion	2019M10	1
konventionell värmekraft, gasturbin- och annan produktion	2019M11	1
konventionell värmekraft, gasturbin- och annan produktion	2019M12	1
konventionell värmekraft, gasturbin- och annan produktion	2020M01	1
konventionell värmekraft, gasturbin- och annan produktion	2020M02	0
konventionell värmekraft, gasturbin- och annan produktion	2020M03	1
konventionell värmekraft, gasturbin- och annan produktion	2020M04	1
konventionell värmekraft, gasturbin- och annan produktion	2020M05	0
konventionell värmekraft, gasturbin- och annan produktion	2020M06	1
konventionell värmekraft, gasturbin- och annan produktion	2020M07	0
konventionell värmekraft, gasturbin- och annan produktion	2020M08	0
konventionell värmekraft, gasturbin- och annan produktion	2020M09	1
konventionell värmekraft, gasturbin- och annan produktion	2020M10	1
konventionell värmekraft, gasturbin- och annan produktion	2020M11	1
konventionell värmekraft, gasturbin- och annan produktion	2020M12	3
import	1974M01	442
import	1974M02	513
import	1974M03	467
import	1974M04	521
import	1974M05	538
import	1974M06	633
import	1974M07	784
import	1974M08	421
import	1974M09	717
import	1974M10	623
import	1974M11	530
import	1974M12	492
import	1975M01	555
import	1975M02	513
import	1975M03	504
import	1975M04	536
import	1975M05	235
import	1975M06	241
import	1975M07	424
import	1975M08	652
import	1975M09	561
import	1975M10	627
import	1975M11	743
import	1975M12	722
import	1976M01	791
import	1976M02	812
import	1976M03	855
import	1976M04	759
import	1976M05	522
import	1976M06	673
import	1976M07	622
import	1976M08	702
import	1976M09	752
import	1976M10	521
import	1976M11	412
import	1976M12	447
import	1977M01	543
import	1977M02	474
import	1977M03	288
import	1977M04	281
import	1977M05	211
import	1977M06	198
import	1977M07	176
import	1977M08	167
import	1977M09	231
import	1977M10	229
import	1977M11	404
import	1977M12	126
import	1978M01	122
import	1978M02	139
import	1978M03	188
import	1978M04	275
import	1978M05	190
import	1978M06	129
import	1978M07	103
import	1978M08	363
import	1978M09	121
import	1978M10	108
import	1978M11	336
import	1978M12	338
import	1979M01	361
import	1979M02	409
import	1979M03	388
import	1979M04	645
import	1979M05	347
import	1979M06	404
import	1979M07	249
import	1979M08	554
import	1979M09	499
import	1979M10	658
import	1979M11	381
import	1979M12	538
import	1980M01	609
import	1980M02	506
import	1980M03	520
import	1980M04	372
import	1980M05	169
import	1980M06	172
import	1980M07	62
import	1980M08	284
import	1980M09	194
import	1980M10	206
import	1980M11	119
import	1980M12	156
import	1981M01	220
import	1981M02	185
import	1981M03	243
import	1981M04	351
import	1981M05	248
import	1981M06	197
import	1981M07	72
import	1981M08	314
import	1981M09	339
import	1981M10	511
import	1981M11	400
import	1981M12	436
import	1982M01	573
import	1982M02	564
import	1982M03	653
import	1982M04	225
import	1982M05	274
import	1982M06	357
import	1982M07	599
import	1982M08	608
import	1982M09	393
